Course,Year,Season,Antal bestået,Antal tilmeldte,Eksamensgennemsnit,Fremmødte
11023,2017,Winter,"74  (88  %  af de tilmeldte,  91  %  af de fremmødte)",84,7 (Efter 7-trinsskalaen),81
11023,2018,Summer,"6  (100  %  af de tilmeldte,  100  %  af de fremmødte)",6,7 (Efter 7-trinsskalaen),6
11023,2018,Winter,"66  (89  %  af de tilmeldte,  95  %  af de fremmødte)",74,"7,9 (Efter 7-trinsskalaen)",69
11023,2019,Summer,,3,,3
11023,2019,Winter,"64  (82  %  af de tilmeldte,  87  %  af de fremmødte)",78,"6,2 (Efter 7-trinsskalaen)",73
11023,2020,Summer,"7  (87  %  af de tilmeldte,  87  %  af de fremmødte)",8,"5,9 (Efter 7-trinsskalaen)",8
11023,2020,Winter,"53  (75  %  af de tilmeldte,  80  %  af de fremmødte)",70,"7,1 (Efter 7-trinsskalaen)",66
11023,2021,Summer,"6  (46  %  af de tilmeldte,  66  %  af de fremmødte)",13,"3,6 (Efter 7-trinsskalaen)",9
11023,2021,Winter,"43  (86  %  af de tilmeldte,  93  %  af de fremmødte)",50,"7,9 (Efter 7-trinsskalaen)",46
11023,2022,Summer,,3,,2
11023,2022,Winter,,1,,1
11031,2017,Summer,"111  (100  %  af de tilmeldte,  100  %  af de fremmødte)",111,"8,3 (Efter 7-trinsskalaen)",111
11031,2018,Summer,"105  (93  %  af de tilmeldte,  95  %  af de fremmødte)",112,"7,7 (Efter 7-trinsskalaen)",110
11031,2019,Summer,"95  (95  %  af de tilmeldte,  95  %  af de fremmødte)",100,"7,8 (Efter 7-trinsskalaen)",100
11031,2020,Summer,"86  (100  %  af de tilmeldte,  100  %  af de fremmødte)",86,"9,7 (Efter 7-trinsskalaen)",86
11031,2021,Summer,"80  (100  %  af de tilmeldte,  100  %  af de fremmødte)",80,"9,8 (Efter 7-trinsskalaen)",80
11031,2022,Summer,"94  (97  %  af de tilmeldte,  97  %  af de fremmødte)",96,"9,1 (Efter 7-trinsskalaen)",96
11034,2017,Summer,,2,,0
11034,2017,Winter,"78  (95  %  af de tilmeldte,  96  %  af de fremmødte)",82,"7,8 (Efter 7-trinsskalaen)",81
11034,2018,Winter,"75  (98  %  af de tilmeldte,  98  %  af de fremmødte)",76,"9,2 (Efter 7-trinsskalaen)",76
11034,2019,Winter,"64  (96  %  af de tilmeldte,  96  %  af de fremmødte)",66,"9,1 (Efter 7-trinsskalaen)",66
11034,2020,Winter,"84  (98  %  af de tilmeldte,  98  %  af de fremmødte)",85,"8,4 (Efter 7-trinsskalaen)",85
11034,2021,Winter,"70  (98  %  af de tilmeldte,  98  %  af de fremmødte)",71,"8,2 (Efter 7-trinsskalaen)",71
11035,2017,Summer,,2,,0
11035,2017,Winter,"61  (93  %  af de tilmeldte,  98  %  af de fremmødte)",65,"7,2 (Efter 7-trinsskalaen)",62
11035,2018,Summer,,1,,1
11035,2018,Winter,"47  (90  %  af de tilmeldte,  92  %  af de fremmødte)",52,"5,9 (Efter 7-trinsskalaen)",51
11035,2019,Winter,"49  (92  %  af de tilmeldte,  98  %  af de fremmødte)",53,"7,1 (Efter 7-trinsskalaen)",50
11035,2020,Winter,"70  (97  %  af de tilmeldte,  98  %  af de fremmødte)",72,"5,7 (Efter 7-trinsskalaen)",71
11035,2021,Summer,,1,,1
11035,2021,Winter,"52  (88  %  af de tilmeldte,  88  %  af de fremmødte)",59,"5,4 (Efter 7-trinsskalaen)",59
11035,2022,Summer,,3,,3
11050,2017,Summer,"62  (100  %  af de tilmeldte,  100  %  af de fremmødte)",62,"8,6 (Efter 7-trinsskalaen)",62
11050,2018,Summer,"64  (100  %  af de tilmeldte,  100  %  af de fremmødte)",64,9 (Efter 7-trinsskalaen),64
11050,2019,Summer,"73  (97  %  af de tilmeldte,  100  %  af de fremmødte)",75,"8,4 (Efter 7-trinsskalaen)",73
11050,2020,Summer,"44  (95  %  af de tilmeldte,  100  %  af de fremmødte)",46,"8,7 (Efter 7-trinsskalaen)",44
11050,2021,Summer,"61  (100  %  af de tilmeldte,  100  %  af de fremmødte)",61,"9,1 (Efter 7-trinsskalaen)",61
11050,2022,Summer,"55  (100  %  af de tilmeldte,  100  %  af de fremmødte)",55,"9,7 (Efter 7-trinsskalaen)",55
11066,2017,Summer,"54  (100  %  af de tilmeldte,  100  %  af de fremmødte)",54,"8,2 (Efter 7-trinsskalaen)",54
11066,2018,Summer,"80  (100  %  af de tilmeldte,  100  %  af de fremmødte)",80,8 (Efter 7-trinsskalaen),80
11066,2019,Summer,"75  (98  %  af de tilmeldte,  100  %  af de fremmødte)",76,"7,7 (Efter 7-trinsskalaen)",75
11080,2017,Winter,"116  (98  %  af de tilmeldte,  100  %  af de fremmødte)",118,9 (Efter 7-trinsskalaen),116
11080,2018,Winter,"90  (95  %  af de tilmeldte,  98  %  af de fremmødte)",94,"8,1 (Efter 7-trinsskalaen)",91
11080,2019,Summer,,1,,1
11080,2019,Winter,"120  (99  %  af de tilmeldte,  100  %  af de fremmødte)",121,"8,6 (Efter 7-trinsskalaen)",120
11080,2020,Summer,"59  (93  %  af de tilmeldte,  98  %  af de fremmødte)",63,9 (Efter 7-trinsskalaen),60
11080,2021,Summer,"122  (99  %  af de tilmeldte,  99  %  af de fremmødte)",123,"8,8 (Efter 7-trinsskalaen)",123
11080,2022,Summer,"102  (96  %  af de tilmeldte,  98  %  af de fremmødte)",106,"8,6 (Efter 7-trinsskalaen)",104
11108,2019,Winter,"24  (100  %  af de tilmeldte,  100  %  af de fremmødte)",24,"8,2 (Efter 7-trinsskalaen)",24
11108,2020,Winter,"24  (100  %  af de tilmeldte,  100  %  af de fremmødte)",24,"8,6 (Efter 7-trinsskalaen)",24
11108,2021,Winter,"35  (100  %  af de tilmeldte,  100  %  af de fremmødte)",35,"8,8 (Efter 7-trinsskalaen)",35
11112,2017,Summer,,4,,2
11112,2017,Winter,"54  (73  %  af de tilmeldte,  80  %  af de fremmødte)",73,"5,2 (Efter 7-trinsskalaen)",67
11112,2018,Summer,"4  (80  %  af de tilmeldte,  80  %  af de fremmødte)",5,"4,6 (Efter 7-trinsskalaen)",5
11112,2018,Winter,"25  (69  %  af de tilmeldte,  73  %  af de fremmødte)",36,"5,9 (Efter 7-trinsskalaen)",34
11112,2019,Summer,"4  (100  %  af de tilmeldte,  100  %  af de fremmødte)",4,"7,8 (Efter 7-trinsskalaen)",4
11112,2019,Winter,"57  (74  %  af de tilmeldte,  74  %  af de fremmødte)",77,"4,9 (Efter 7-trinsskalaen)",77
11112,2020,Summer,"6  (85  %  af de tilmeldte,  85  %  af de fremmødte)",7,"7,9 (Efter 7-trinsskalaen)",7
11112,2020,Winter,"38  (80  %  af de tilmeldte,  86  %  af de fremmødte)",47,7 (Efter 7-trinsskalaen),44
11112,2021,Summer,"41  (64  %  af de tilmeldte,  70  %  af de fremmødte)",64,"5,1 (Efter 7-trinsskalaen)",58
11112,2022,Summer,"48  (77  %  af de tilmeldte,  81  %  af de fremmødte)",62,"5,8 (Efter 7-trinsskalaen)",59
11115,2017,Winter,"109  (98  %  af de tilmeldte,  100  %  af de fremmødte)",111,"8,1 (Efter 7-trinsskalaen)",109
11115,2018,Winter,"84  (98  %  af de tilmeldte,  100  %  af de fremmødte)",85,"8,5 (Efter 7-trinsskalaen)",84
11115,2019,Winter,"85  (98  %  af de tilmeldte,  100  %  af de fremmødte)",86,"6,9 (Efter 7-trinsskalaen)",85
11115,2020,Winter,"82  (98  %  af de tilmeldte,  100  %  af de fremmødte)",83,"9,5 (Efter 7-trinsskalaen)",82
11115,2021,Winter,"86  (97  %  af de tilmeldte,  98  %  af de fremmødte)",88,"9,6 (Efter 7-trinsskalaen)",87
11116,2017,Winter,"66  (98  %  af de tilmeldte,  100  %  af de fremmødte)",67,"9,7 (Efter 7-trinsskalaen)",66
11116,2018,Winter,"63  (94  %  af de tilmeldte,  94  %  af de fremmødte)",67,"9,6 (Efter 7-trinsskalaen)",67
11116,2019,Summer,,2,,2
11116,2019,Winter,"45  (88  %  af de tilmeldte,  93  %  af de fremmødte)",51,"8,7 (Efter 7-trinsskalaen)",48
11116,2020,Winter,"65  (90  %  af de tilmeldte,  94  %  af de fremmødte)",72,"9,9 (Efter 7-trinsskalaen)",69
11116,2021,Winter,"84  (97  %  af de tilmeldte,  98  %  af de fremmødte)",86,"9,7 (Efter 7-trinsskalaen)",85
11117,2017,Summer,"72  (94  %  af de tilmeldte,  100  %  af de fremmødte)",76,7 (Efter 7-trinsskalaen),72
11117,2018,Summer,"44  (95  %  af de tilmeldte,  97  %  af de fremmødte)",46,"7,1 (Efter 7-trinsskalaen)",45
11117,2019,Summer,"66  (98  %  af de tilmeldte,  98  %  af de fremmødte)",67,"7,3 (Efter 7-trinsskalaen)",67
11117,2020,Summer,"54  (88  %  af de tilmeldte,  93  %  af de fremmødte)",61,"6,7 (Efter 7-trinsskalaen)",58
11117,2021,Summer,"64  (98  %  af de tilmeldte,  98  %  af de fremmødte)",65,7 (Efter 7-trinsskalaen),65
11117,2022,Summer,"41  (100  %  af de tilmeldte,  100  %  af de fremmødte)",41,"7,4 (Efter 7-trinsskalaen)",41
11121,2017,Summer,"111  (84  %  af de tilmeldte,  94  %  af de fremmødte)",131,"5,9 (Efter 7-trinsskalaen)",118
11121,2018,Summer,"96  (94  %  af de tilmeldte,  96  %  af de fremmødte)",102,"6,6 (Efter 7-trinsskalaen)",100
11121,2019,Summer,"39  (88  %  af de tilmeldte,  90  %  af de fremmødte)",44,"5,8 (Efter 7-trinsskalaen)",43
11121,2020,Summer,"58  (85  %  af de tilmeldte,  93  %  af de fremmødte)",68,"6,2 (Efter 7-trinsskalaen)",62
11121,2021,Summer,"66  (91  %  af de tilmeldte,  97  %  af de fremmødte)",72,"7,2 (Efter 7-trinsskalaen)",68
11121,2022,Summer,"54  (85  %  af de tilmeldte,  94  %  af de fremmødte)",63,"6,6 (Efter 7-trinsskalaen)",57
11122,2017,Summer,,6,,0
11122,2017,Winter,"24  (77  %  af de tilmeldte,  100  %  af de fremmødte)",31,"6,3 (Efter 7-trinsskalaen)",24
11122,2018,Summer,,2,,2
11122,2018,Winter,"24  (82  %  af de tilmeldte,  96  %  af de fremmødte)",29,"6,6 (Efter 7-trinsskalaen)",25
11122,2019,Winter,"20  (74  %  af de tilmeldte,  83  %  af de fremmødte)",27,"5,2 (Efter 7-trinsskalaen)",24
11122,2020,Winter,"32  (88  %  af de tilmeldte,  100  %  af de fremmødte)",36,7 (Efter 7-trinsskalaen),32
11122,2021,Summer,,1,,1
11122,2021,Winter,"27  (77  %  af de tilmeldte,  93  %  af de fremmødte)",35,"6,1 (Efter 7-trinsskalaen)",29
11122,2022,Summer,,2,,1
11124,2017,Summer,,1,,0
11124,2017,Winter,"59  (95  %  af de tilmeldte,  100  %  af de fremmødte)",62,"7,6 (Efter 7-trinsskalaen)",59
11124,2018,Summer,,1,,0
11124,2018,Winter,"74  (96  %  af de tilmeldte,  98  %  af de fremmødte)",77,"7,7 (Efter 7-trinsskalaen)",75
11124,2019,Winter,"104  (97  %  af de tilmeldte,  100  %  af de fremmødte)",107,"7,6 (Efter 7-trinsskalaen)",104
11124,2020,Winter,"94  (98  %  af de tilmeldte,  100  %  af de fremmødte)",95,"7,6 (Efter 7-trinsskalaen)",94
11124,2021,Winter,"65  (100  %  af de tilmeldte,  100  %  af de fremmødte)",65,"7,4 (Efter 7-trinsskalaen)",65
11127,2017,Summer,"68  (80  %  af de tilmeldte,  88  %  af de fremmødte)",84,"6,1 (Efter 7-trinsskalaen)",77
11127,2018,Summer,"80  (86  %  af de tilmeldte,  89  %  af de fremmødte)",92,"5,9 (Efter 7-trinsskalaen)",89
11127,2019,Summer,"56  (81  %  af de tilmeldte,  88  %  af de fremmødte)",69,"5,6 (Efter 7-trinsskalaen)",63
11127,2020,Summer,"94  (83  %  af de tilmeldte,  87  %  af de fremmødte)",113,"6,1 (Efter 7-trinsskalaen)",107
11127,2021,Summer,"67  (84  %  af de tilmeldte,  89  %  af de fremmødte)",79,"6,2 (Efter 7-trinsskalaen)",75
11127,2022,Summer,"59  (86  %  af de tilmeldte,  90  %  af de fremmødte)",68,"6,1 (Efter 7-trinsskalaen)",65
11128,2017,Winter,"42  (100  %  af de tilmeldte,  100  %  af de fremmødte)",42,"7,3 (Efter 7-trinsskalaen)",42
11128,2018,Winter,"22  (100  %  af de tilmeldte,  100  %  af de fremmødte)",22,"7,8 (Efter 7-trinsskalaen)",22
11128,2019,Winter,"22  (100  %  af de tilmeldte,  100  %  af de fremmødte)",22,"7,4 (Efter 7-trinsskalaen)",22
11128,2020,Winter,"25  (100  %  af de tilmeldte,  100  %  af de fremmødte)",25,"7,8 (Efter 7-trinsskalaen)",25
11128,2021,Winter,"33  (97  %  af de tilmeldte,  100  %  af de fremmødte)",34,"8,2 (Efter 7-trinsskalaen)",33
11129,2017,Summer,"63  (95  %  af de tilmeldte,  96  %  af de fremmødte)",66,"8,5 (Efter 7-trinsskalaen)",65
11129,2018,Summer,"55  (98  %  af de tilmeldte,  98  %  af de fremmødte)",56,"8,5 (Efter 7-trinsskalaen)",56
11129,2019,Summer,"49  (94  %  af de tilmeldte,  98  %  af de fremmødte)",52,"6,8 (Efter 7-trinsskalaen)",50
11129,2020,Summer,"53  (100  %  af de tilmeldte,  100  %  af de fremmødte)",53,9 (Efter 7-trinsskalaen),53
11129,2021,Summer,"70  (94  %  af de tilmeldte,  95  %  af de fremmødte)",74,8 (Efter 7-trinsskalaen),73
11129,2022,Summer,"78  (93  %  af de tilmeldte,  97  %  af de fremmødte)",83,9 (Efter 7-trinsskalaen),80
11141,2017,Summer,"9  (69  %  af de tilmeldte,  100  %  af de fremmødte)",13,"4,4 (Efter 7-trinsskalaen)",9
11141,2017,Winter,"49  (85  %  af de tilmeldte,  90  %  af de fremmødte)",57,"5,1 (Efter 7-trinsskalaen)",54
11141,2018,Summer,,1,,1
11141,2018,Winter,"38  (67  %  af de tilmeldte,  77  %  af de fremmødte)",56,"4,9 (Efter 7-trinsskalaen)",49
11141,2019,Summer,"5  (71  %  af de tilmeldte,  71  %  af de fremmødte)",7,"3,9 (Efter 7-trinsskalaen)",7
11141,2019,Winter,"40  (78  %  af de tilmeldte,  86  %  af de fremmødte)",51,"6,3 (Efter 7-trinsskalaen)",46
11141,2020,Summer,"3  (75  %  af de tilmeldte,  75  %  af de fremmødte)",4,6 (Efter 7-trinsskalaen),4
11141,2020,Winter,"51  (94  %  af de tilmeldte,  94  %  af de fremmødte)",54,"8,5 (Efter 7-trinsskalaen)",54
11141,2021,Summer,,1,,1
11141,2021,Winter,"46  (86  %  af de tilmeldte,  92  %  af de fremmødte)",53,6 (Efter 7-trinsskalaen),50
11142,2017,Summer,,2,,1
11142,2017,Winter,"85  (90  %  af de tilmeldte,  94  %  af de fremmødte)",94,"9,1 (Efter 7-trinsskalaen)",90
11142,2018,Summer,,2,,1
11142,2018,Winter,"61  (93  %  af de tilmeldte,  96  %  af de fremmødte)",65,7 (Efter 7-trinsskalaen),63
11142,2019,Winter,"84  (98  %  af de tilmeldte,  100  %  af de fremmødte)",85,"8,6 (Efter 7-trinsskalaen)",84
11142,2020,Winter,"88  (96  %  af de tilmeldte,  100  %  af de fremmødte)",91,"8,9 (Efter 7-trinsskalaen)",88
11142,2021,Summer,,1,,1
11142,2021,Winter,"96  (94  %  af de tilmeldte,  96  %  af de fremmødte)",102,"8,2 (Efter 7-trinsskalaen)",99
11142,2022,Summer,,4,,3
11203,2017,Winter,"28  (96  %  af de tilmeldte,  100  %  af de fremmødte)",29,Intet eksamensgennemsnit,28
11203,2018,Winter,"39  (95  %  af de tilmeldte,  97  %  af de fremmødte)",41,Intet eksamensgennemsnit,40
11203,2019,Summer,,1,,1
11203,2019,Winter,"52  (98  %  af de tilmeldte,  100  %  af de fremmødte)",53,Intet eksamensgennemsnit,52
11203,2020,Summer,,1,,1
11203,2020,Winter,"44  (100  %  af de tilmeldte,  100  %  af de fremmødte)",44,Intet eksamensgennemsnit,44
11203,2021,Winter,"35  (92  %  af de tilmeldte,  100  %  af de fremmødte)",38,Intet eksamensgennemsnit,35
11221,2017,Winter,"39  (100  %  af de tilmeldte,  100  %  af de fremmødte)",39,"7,7 (Efter 7-trinsskalaen)",39
11221,2018,Winter,"39  (100  %  af de tilmeldte,  100  %  af de fremmødte)",39,"6,2 (Efter 7-trinsskalaen)",39
11221,2019,Winter,"40  (100  %  af de tilmeldte,  100  %  af de fremmødte)",40,"7,3 (Efter 7-trinsskalaen)",40
11221,2020,Winter,"39  (100  %  af de tilmeldte,  100  %  af de fremmødte)",39,"7,7 (Efter 7-trinsskalaen)",39
11221,2021,Winter,"41  (100  %  af de tilmeldte,  100  %  af de fremmødte)",41,"7,9 (Efter 7-trinsskalaen)",41
11222,2017,Summer,"71  (91  %  af de tilmeldte,  100  %  af de fremmødte)",78,"8,8 (Efter 7-trinsskalaen)",71
11222,2018,Summer,"87  (98  %  af de tilmeldte,  100  %  af de fremmødte)",88,"9,2 (Efter 7-trinsskalaen)",87
11222,2019,Summer,"68  (97  %  af de tilmeldte,  100  %  af de fremmødte)",70,"8,2 (Efter 7-trinsskalaen)",68
11222,2020,Summer,"90  (96  %  af de tilmeldte,  100  %  af de fremmødte)",93,"8,8 (Efter 7-trinsskalaen)",90
11222,2021,Summer,"82  (98  %  af de tilmeldte,  100  %  af de fremmødte)",83,9 (Efter 7-trinsskalaen),82
11222,2022,Summer,"87  (94  %  af de tilmeldte,  100  %  af de fremmødte)",92,"8,5 (Efter 7-trinsskalaen)",87
11300,2019,Winter,"8  (72  %  af de tilmeldte,  72  %  af de fremmødte)",11,Intet eksamensgennemsnit,11
11300,2020,Summer,"12  (92  %  af de tilmeldte,  92  %  af de fremmødte)",13,Intet eksamensgennemsnit,13
11300,2021,Summer,"17  (89  %  af de tilmeldte,  89  %  af de fremmødte)",19,Intet eksamensgennemsnit,19
11300,2022,Summer,"10  (100  %  af de tilmeldte,  100  %  af de fremmødte)",10,Intet eksamensgennemsnit,10
11305,2017,Summer,"10  (66  %  af de tilmeldte,  71  %  af de fremmødte)",15,"3,2 (Efter 7-trinsskalaen)",14
11305,2017,Winter,"50  (64  %  af de tilmeldte,  66  %  af de fremmødte)",78,"3,5 (Efter 7-trinsskalaen)",75
11305,2018,Summer,"6  (46  %  af de tilmeldte,  54  %  af de fremmødte)",13,"1,5 (Efter 7-trinsskalaen)",11
11305,2018,Winter,"46  (61  %  af de tilmeldte,  65  %  af de fremmødte)",75,"3,3 (Efter 7-trinsskalaen)",70
11305,2019,Summer,"10  (43  %  af de tilmeldte,  45  %  af de fremmødte)",23,"1,4 (Efter 7-trinsskalaen)",22
11305,2019,Winter,"34  (49  %  af de tilmeldte,  52  %  af de fremmødte)",69,"2,2 (Efter 7-trinsskalaen)",65
11305,2020,Summer,"12  (38  %  af de tilmeldte,  44  %  af de fremmødte)",31,"1,2 (Efter 7-trinsskalaen)",27
11305,2020,Winter,"41  (59  %  af de tilmeldte,  60  %  af de fremmødte)",69,"3,6 (Efter 7-trinsskalaen)",68
11305,2021,Summer,"10  (47  %  af de tilmeldte,  50  %  af de fremmødte)",21,"1,5 (Efter 7-trinsskalaen)",20
11305,2021,Winter,"22  (47  %  af de tilmeldte,  52  %  af de fremmødte)",46,2 (Efter 7-trinsskalaen),42
11305,2022,Summer,"9  (81  %  af de tilmeldte,  100  %  af de fremmødte)",11,"4,7 (Efter 7-trinsskalaen)",9
11305,2022,Winter,,1,,1
11311,2017,Summer,"76  (67  %  af de tilmeldte,  71  %  af de fremmødte)",112,"4,9 (Efter 7-trinsskalaen)",107
11311,2017,Winter,,1,,1
11311,2018,Summer,"73  (71  %  af de tilmeldte,  74  %  af de fremmødte)",102,"4,1 (Efter 7-trinsskalaen)",98
11311,2019,Summer,"72  (80  %  af de tilmeldte,  84  %  af de fremmødte)",89,"5,8 (Efter 7-trinsskalaen)",85
11311,2020,Summer,"57  (80  %  af de tilmeldte,  83  %  af de fremmødte)",71,"7,2 (Efter 7-trinsskalaen)",68
11311,2021,Summer,"75  (82  %  af de tilmeldte,  88  %  af de fremmødte)",91,"7,3 (Efter 7-trinsskalaen)",85
11311,2022,Summer,"79  (84  %  af de tilmeldte,  92  %  af de fremmødte)",94,"6,6 (Efter 7-trinsskalaen)",85
11318,2017,Summer,"12  (66  %  af de tilmeldte,  92  %  af de fremmødte)",18,"5,6 (Efter 7-trinsskalaen)",13
11318,2017,Winter,"53  (79  %  af de tilmeldte,  88  %  af de fremmødte)",67,"7,3 (Efter 7-trinsskalaen)",60
11318,2018,Summer,"4  (80  %  af de tilmeldte,  80  %  af de fremmødte)",5,"2,8 (Efter 7-trinsskalaen)",5
11318,2018,Winter,"54  (80  %  af de tilmeldte,  85  %  af de fremmødte)",67,"6,3 (Efter 7-trinsskalaen)",63
11318,2019,Summer,"4  (66  %  af de tilmeldte,  66  %  af de fremmødte)",6,"1,3 (Efter 7-trinsskalaen)",6
11318,2019,Winter,"45  (75  %  af de tilmeldte,  77  %  af de fremmødte)",60,"5,8 (Efter 7-trinsskalaen)",58
11318,2020,Summer,"8  (72  %  af de tilmeldte,  80  %  af de fremmødte)",11,"5,3 (Efter 7-trinsskalaen)",10
11318,2020,Winter,"58  (92  %  af de tilmeldte,  95  %  af de fremmødte)",63,"7,3 (Efter 7-trinsskalaen)",61
11318,2021,Summer,"5  (100  %  af de tilmeldte,  100  %  af de fremmødte)",5,"8,6 (Efter 7-trinsskalaen)",5
11318,2021,Winter,"64  (88  %  af de tilmeldte,  92  %  af de fremmødte)",72,"6,4 (Efter 7-trinsskalaen)",69
11318,2022,Summer,,1,,1
11319,2018,Winter,"21  (100  %  af de tilmeldte,  100  %  af de fremmødte)",21,"10,4 (Efter 7-trinsskalaen)",21
11319,2019,Winter,"27  (93  %  af de tilmeldte,  93  %  af de fremmødte)",29,"8,5 (Efter 7-trinsskalaen)",29
11320,2017,Winter,"87  (96  %  af de tilmeldte,  97  %  af de fremmødte)",90,"9,8 (Efter 7-trinsskalaen)",89
11320,2018,Winter,"101  (99  %  af de tilmeldte,  100  %  af de fremmødte)",102,"10,6 (Efter 7-trinsskalaen)",101
11320,2019,Winter,"111  (98  %  af de tilmeldte,  98  %  af de fremmødte)",113,"8,3 (Efter 7-trinsskalaen)",113
11320,2020,Winter,"94  (97  %  af de tilmeldte,  100  %  af de fremmødte)",96,"9,9 (Efter 7-trinsskalaen)",94
11320,2021,Winter,"102  (100  %  af de tilmeldte,  100  %  af de fremmødte)",102,"9,2 (Efter 7-trinsskalaen)",102
11331,2017,Winter,"28  (90  %  af de tilmeldte,  100  %  af de fremmødte)",31,"8,8 (Efter 7-trinsskalaen)",28
11331,2018,Summer,,2,,2
11331,2018,Winter,"29  (96  %  af de tilmeldte,  96  %  af de fremmødte)",30,"8,4 (Efter 7-trinsskalaen)",30
11331,2019,Winter,"25  (96  %  af de tilmeldte,  100  %  af de fremmødte)",26,"9,2 (Efter 7-trinsskalaen)",25
11331,2020,Winter,"28  (96  %  af de tilmeldte,  96  %  af de fremmødte)",29,9 (Efter 7-trinsskalaen),29
11331,2021,Winter,"28  (93  %  af de tilmeldte,  100  %  af de fremmødte)",30,"9,3 (Efter 7-trinsskalaen)",28
11332,2019,Winter,"10  (100  %  af de tilmeldte,  100  %  af de fremmødte)",10,"10,9 (Efter 7-trinsskalaen)",10
11332,2020,Winter,"35  (100  %  af de tilmeldte,  100  %  af de fremmødte)",35,"11,7 (Efter 7-trinsskalaen)",35
11332,2021,Winter,"58  (93  %  af de tilmeldte,  93  %  af de fremmødte)",62,"10,5 (Efter 7-trinsskalaen)",62
11337,2021,Winter,"51  (100  %  af de tilmeldte,  100  %  af de fremmødte)",51,Intet eksamensgennemsnit,51
11341,2017,Summer,"10  (45  %  af de tilmeldte,  62  %  af de fremmødte)",22,"2,8 (Efter 7-trinsskalaen)",16
11341,2017,Winter,"54  (81  %  af de tilmeldte,  84  %  af de fremmødte)",66,"5,1 (Efter 7-trinsskalaen)",64
11341,2018,Summer,"3  (75  %  af de tilmeldte,  75  %  af de fremmødte)",4,4 (Efter 7-trinsskalaen),4
11341,2018,Winter,"43  (72  %  af de tilmeldte,  84  %  af de fremmødte)",59,"5,4 (Efter 7-trinsskalaen)",51
11341,2019,Summer,"3  (50  %  af de tilmeldte,  60  %  af de fremmødte)",6,"1,6 (Efter 7-trinsskalaen)",5
11341,2019,Winter,"30  (56  %  af de tilmeldte,  71  %  af de fremmødte)",53,4 (Efter 7-trinsskalaen),42
11341,2020,Summer,"4  (40  %  af de tilmeldte,  50  %  af de fremmødte)",10,"0,5 (Efter 7-trinsskalaen)",8
11341,2020,Winter,"55  (85  %  af de tilmeldte,  88  %  af de fremmødte)",64,"6,6 (Efter 7-trinsskalaen)",62
11341,2021,Summer,,1,,1
11341,2021,Winter,"48  (84  %  af de tilmeldte,  94  %  af de fremmødte)",57,"5,9 (Efter 7-trinsskalaen)",51
11341,2022,Summer,,1,,1
11342,2017,Summer,"41  (49  %  af de tilmeldte,  60  %  af de fremmødte)",83,"2,7 (Efter 7-trinsskalaen)",68
11342,2018,Summer,"54  (69  %  af de tilmeldte,  72  %  af de fremmødte)",78,"3,8 (Efter 7-trinsskalaen)",74
11342,2019,Summer,"55  (76  %  af de tilmeldte,  83  %  af de fremmødte)",72,"4,5 (Efter 7-trinsskalaen)",66
11342,2020,Summer,"44  (61  %  af de tilmeldte,  67  %  af de fremmødte)",72,"2,9 (Efter 7-trinsskalaen)",65
11342,2021,Summer,"48  (63  %  af de tilmeldte,  67  %  af de fremmødte)",76,"3,2 (Efter 7-trinsskalaen)",71
11342,2022,Summer,"52  (61  %  af de tilmeldte,  68  %  af de fremmødte)",84,"2,8 (Efter 7-trinsskalaen)",76
11343,2017,Summer,"7  (77  %  af de tilmeldte,  100  %  af de fremmødte)",9,"3,3 (Efter 7-trinsskalaen)",7
11343,2017,Winter,"42  (61  %  af de tilmeldte,  65  %  af de fremmødte)",68,"2,9 (Efter 7-trinsskalaen)",64
11343,2018,Summer,"6  (60  %  af de tilmeldte,  60  %  af de fremmødte)",10,"1,7 (Efter 7-trinsskalaen)",10
11343,2018,Winter,"45  (75  %  af de tilmeldte,  77  %  af de fremmødte)",60,"4,1 (Efter 7-trinsskalaen)",58
11343,2019,Summer,"2  (50  %  af de tilmeldte,  50  %  af de fremmødte)",4,"1,5 (Efter 7-trinsskalaen)",4
11343,2019,Winter,"35  (61  %  af de tilmeldte,  66  %  af de fremmødte)",57,"2,8 (Efter 7-trinsskalaen)",53
11343,2020,Summer,"8  (47  %  af de tilmeldte,  47  %  af de fremmødte)",17,"0,9 (Efter 7-trinsskalaen)",17
11343,2020,Winter,"54  (65  %  af de tilmeldte,  67  %  af de fremmødte)",82,"3,3 (Efter 7-trinsskalaen)",80
11343,2021,Summer,"3  (25  %  af de tilmeldte,  27  %  af de fremmødte)",12,0 (Efter 7-trinsskalaen),11
11343,2021,Winter,"65  (73  %  af de tilmeldte,  86  %  af de fremmødte)",88,"5,7 (Efter 7-trinsskalaen)",75
11343,2022,Summer,"3  (50  %  af de tilmeldte,  50  %  af de fremmødte)",6,"1,7 (Efter 7-trinsskalaen)",6
11346,2017,Summer,"6  (50  %  af de tilmeldte,  54  %  af de fremmødte)",12,"2,3 (Efter 7-trinsskalaen)",11
11346,2017,Winter,"25  (83  %  af de tilmeldte,  86  %  af de fremmødte)",30,"4,3 (Efter 7-trinsskalaen)",29
11346,2018,Summer,,1,,1
11346,2018,Winter,"8  (34  %  af de tilmeldte,  38  %  af de fremmødte)",23,"1,5 (Efter 7-trinsskalaen)",21
11346,2019,Summer,,3,,3
