Course,Year,Season,Antal bestået,Antal tilmeldte,Eksamensgennemsnit,Fremmødte
01001,2023,Winter,"853  (79  %  af de tilmeldte,  87  %  af de fremmødte)",1072,"8,2 (Efter 7-trinsskalaen)",977
01001,2024,Summer,"39  (54  %  af de tilmeldte,  61  %  af de fremmødte)",72,"4,4 (Efter 7-trinsskalaen)",63
01002,2024,Summer,"700  (74  %  af de tilmeldte,  81  %  af de fremmødte)",941,"7,6 (Efter 7-trinsskalaen)",864
01003,2023,Winter,"168  (84  %  af de tilmeldte,  89  %  af de fremmødte)",200,"8,7 (Efter 7-trinsskalaen)",188
01003,2024,Summer,"10  (55  %  af de tilmeldte,  55  %  af de fremmødte)",18,"4,5 (Efter 7-trinsskalaen)",18
01004,2024,Summer,"148  (80  %  af de tilmeldte,  83  %  af de fremmødte)",185,"8,2 (Efter 7-trinsskalaen)",178
01005,2017,Summer,"689  (71  %  af de tilmeldte,  72  %  af de fremmødte)",965,"8,4 (Efter 7-trinsskalaen)",951
01005,2018,Summer,"740  (66  %  af de tilmeldte,  68  %  af de fremmødte)",1116,"8,4 (Efter 7-trinsskalaen)",1084
01005,2019,Summer,"792  (70  %  af de tilmeldte,  74  %  af de fremmødte)",1126,"5,4 (Efter 7-trinsskalaen)",1070
01005,2020,Summer,"804  (73  %  af de tilmeldte,  80  %  af de fremmødte)",1093,"8,8 (Efter 7-trinsskalaen)",996
01005,2021,Summer,"923  (65  %  af de tilmeldte,  68  %  af de fremmødte)",1420,"8,5 (Efter 7-trinsskalaen)",1339
01005,2022,Summer,"772  (70  %  af de tilmeldte,  76  %  af de fremmødte)",1092,"8,5 (Efter 7-trinsskalaen)",1014
01005,2022,Winter,,1,,1
01005,2023,Summer,"732  (69  %  af de tilmeldte,  80  %  af de fremmødte)",1055,"8,2 (Efter 7-trinsskalaen)",906
01005,2023,Winter,,1,,1
01005,2024,Summer,"42  (48  %  af de tilmeldte,  60  %  af de fremmødte)",86,6 (Efter 7-trinsskalaen),70
01006,2017,Summer,"33  (80  %  af de tilmeldte,  82  %  af de fremmødte)",41,"9,2 (Efter 7-trinsskalaen)",40
01006,2018,Summer,"90  (76  %  af de tilmeldte,  78  %  af de fremmødte)",118,"9,3 (Efter 7-trinsskalaen)",115
01006,2019,Summer,"101  (82  %  af de tilmeldte,  87  %  af de fremmødte)",123,"7,1 (Efter 7-trinsskalaen)",116
01006,2020,Summer,"103  (70  %  af de tilmeldte,  78  %  af de fremmødte)",147,"8,1 (Efter 7-trinsskalaen)",132
01006,2021,Summer,"95  (62  %  af de tilmeldte,  69  %  af de fremmødte)",151,"8,3 (Efter 7-trinsskalaen)",136
01006,2022,Summer,"93  (59  %  af de tilmeldte,  63  %  af de fremmødte)",156,"8,5 (Efter 7-trinsskalaen)",146
01006,2023,Summer,"135  (74  %  af de tilmeldte,  74  %  af de fremmødte)",182,"8,2 (Efter 7-trinsskalaen)",181
01006,2024,Summer,"2  (28  %  af de tilmeldte,  28  %  af de fremmødte)",7,3 (Efter 7-trinsskalaen),7
01015,2017,Summer,"61  (74  %  af de tilmeldte,  79  %  af de fremmødte)",82,9 (Efter 7-trinsskalaen),77
01015,2018,Summer,"55  (70  %  af de tilmeldte,  72  %  af de fremmødte)",78,"8,8 (Efter 7-trinsskalaen)",76
01015,2019,Summer,"55  (67  %  af de tilmeldte,  71  %  af de fremmødte)",82,"5,6 (Efter 7-trinsskalaen)",77
01015,2020,Summer,"71  (73  %  af de tilmeldte,  82  %  af de fremmødte)",96,"9,1 (Efter 7-trinsskalaen)",86
01015,2021,Summer,"68  (69  %  af de tilmeldte,  74  %  af de fremmødte)",98,"8,4 (Efter 7-trinsskalaen)",91
01015,2022,Summer,"52  (65  %  af de tilmeldte,  70  %  af de fremmødte)",79,"8,5 (Efter 7-trinsskalaen)",74
01015,2023,Summer,"49  (71  %  af de tilmeldte,  72  %  af de fremmødte)",69,"8,4 (Efter 7-trinsskalaen)",68
01015,2024,Summer,"4  (66  %  af de tilmeldte,  66  %  af de fremmødte)",6,4 (Efter 7-trinsskalaen),6
01016,2017,Summer,"18  (23  %  af de tilmeldte,  25  %  af de fremmødte)",77,"6,2 (Efter 7-trinsskalaen)",70
01016,2018,Summer,"5  (62  %  af de tilmeldte,  83  %  af de fremmødte)",8,"5,4 (Efter 7-trinsskalaen)",6
01016,2019,Summer,,2,,1
01016,2020,Summer,,3,,3
01017,2017,Summer,"4  (28  %  af de tilmeldte,  57  %  af de fremmødte)",14,"1,9 (Efter 7-trinsskalaen)",7
01017,2017,Winter,"217  (84  %  af de tilmeldte,  88  %  af de fremmødte)",256,"6,1 (Efter 7-trinsskalaen)",245
01017,2018,Summer,"9  (69  %  af de tilmeldte,  81  %  af de fremmødte)",13,"7,1 (Efter 7-trinsskalaen)",11
01017,2018,Winter,"275  (86  %  af de tilmeldte,  90  %  af de fremmødte)",319,"6,1 (Efter 7-trinsskalaen)",305
01017,2019,Summer,"9  (64  %  af de tilmeldte,  69  %  af de fremmødte)",14,"3,4 (Efter 7-trinsskalaen)",13
01017,2019,Winter,"257  (83  %  af de tilmeldte,  87  %  af de fremmødte)",309,"5,9 (Efter 7-trinsskalaen)",295
01017,2020,Summer,"12  (66  %  af de tilmeldte,  70  %  af de fremmødte)",18,"2,9 (Efter 7-trinsskalaen)",17
01017,2020,Winter,"456  (90  %  af de tilmeldte,  92  %  af de fremmødte)",504,"6,6 (Efter 7-trinsskalaen)",493
01017,2021,Summer,,3,,3
01017,2021,Winter,"325  (91  %  af de tilmeldte,  94  %  af de fremmødte)",356,"6,9 (Efter 7-trinsskalaen)",345
01017,2022,Summer,"7  (100  %  af de tilmeldte,  100  %  af de fremmødte)",7,"6,3 (Efter 7-trinsskalaen)",7
01017,2022,Winter,"290  (90  %  af de tilmeldte,  95  %  af de fremmødte)",319,"6,8 (Efter 7-trinsskalaen)",304
01017,2023,Summer,,3,,2
01017,2023,Winter,"157  (73  %  af de tilmeldte,  74  %  af de fremmødte)",213,"4,6 (Efter 7-trinsskalaen)",212
01017,2024,Summer,"17  (89  %  af de tilmeldte,  89  %  af de fremmødte)",19,"3,8 (Efter 7-trinsskalaen)",19
01018,2017,Summer,"3  (75  %  af de tilmeldte,  75  %  af de fremmødte)",4,4 (Efter 7-trinsskalaen),4
01018,2017,Winter,"51  (87  %  af de tilmeldte,  92  %  af de fremmødte)",58,"7,5 (Efter 7-trinsskalaen)",55
01018,2018,Summer,,2,,2
01018,2018,Winter,"39  (92  %  af de tilmeldte,  95  %  af de fremmødte)",42,"8,5 (Efter 7-trinsskalaen)",41
01018,2019,Summer,,1,,1
01018,2019,Winter,"56  (86  %  af de tilmeldte,  94  %  af de fremmødte)",65,"8,1 (Efter 7-trinsskalaen)",59
01018,2020,Summer,"4  (80  %  af de tilmeldte,  100  %  af de fremmødte)",5,"5,8 (Efter 7-trinsskalaen)",4
01018,2020,Winter,"57  (90  %  af de tilmeldte,  98  %  af de fremmødte)",63,"8,5 (Efter 7-trinsskalaen)",58
01018,2021,Summer,,2,,2
01018,2021,Winter,"55  (90  %  af de tilmeldte,  94  %  af de fremmødte)",61,"7,7 (Efter 7-trinsskalaen)",58
01018,2022,Summer,,2,,2
01018,2022,Winter,"43  (89  %  af de tilmeldte,  95  %  af de fremmødte)",48,"8,7 (Efter 7-trinsskalaen)",45
01018,2023,Summer,,3,,2
01018,2023,Winter,"50  (94  %  af de tilmeldte,  98  %  af de fremmødte)",53,"8,9 (Efter 7-trinsskalaen)",51
01018,2024,Summer,,1,,1
01019,2017,Winter,"19  (70  %  af de tilmeldte,  79  %  af de fremmødte)",27,"5,1 (Efter 7-trinsskalaen)",24
01019,2018,Summer,,3,,3
01019,2018,Winter,"56  (91  %  af de tilmeldte,  96  %  af de fremmødte)",61,"8,3 (Efter 7-trinsskalaen)",58
01019,2019,Summer,,2,,2
01019,2019,Winter,"63  (79  %  af de tilmeldte,  85  %  af de fremmødte)",79,"6,4 (Efter 7-trinsskalaen)",74
01019,2020,Summer,"3  (60  %  af de tilmeldte,  60  %  af de fremmødte)",5,"3,6 (Efter 7-trinsskalaen)",5
01019,2020,Winter,"58  (90  %  af de tilmeldte,  93  %  af de fremmødte)",64,"6,3 (Efter 7-trinsskalaen)",62
01019,2021,Summer,,1,,1
01019,2021,Winter,"59  (89  %  af de tilmeldte,  92  %  af de fremmødte)",66,"6,3 (Efter 7-trinsskalaen)",64
01019,2022,Winter,"66  (89  %  af de tilmeldte,  97  %  af de fremmødte)",74,8 (Efter 7-trinsskalaen),68
01019,2023,Summer,,3,,2
01019,2023,Winter,"49  (81  %  af de tilmeldte,  81  %  af de fremmødte)",60,"5,3 (Efter 7-trinsskalaen)",60
01019,2024,Summer,"3  (50  %  af de tilmeldte,  75  %  af de fremmødte)",6,"3,8 (Efter 7-trinsskalaen)",4
01020,2021,Summer,"76  (96  %  af de tilmeldte,  98  %  af de fremmødte)",79,Intet eksamensgennemsnit,77
01020,2022,Summer,"64  (82  %  af de tilmeldte,  88  %  af de fremmødte)",78,Intet eksamensgennemsnit,72
01020,2023,Summer,"68  (83  %  af de tilmeldte,  89  %  af de fremmødte)",81,Intet eksamensgennemsnit,76
01020,2024,Summer,"60  (77  %  af de tilmeldte,  83  %  af de fremmødte)",77,Intet eksamensgennemsnit,72
01025,2017,Summer,"4  (66  %  af de tilmeldte,  100  %  af de fremmødte)",6,"4,2 (Efter 7-trinsskalaen)",4
01025,2017,Winter,"52  (91  %  af de tilmeldte,  96  %  af de fremmødte)",57,"8,2 (Efter 7-trinsskalaen)",54
01025,2018,Summer,,2,,2
01025,2018,Winter,"54  (91  %  af de tilmeldte,  96  %  af de fremmødte)",59,"7,5 (Efter 7-trinsskalaen)",56
01025,2019,Summer,,1,,1
01025,2019,Winter,"72  (90  %  af de tilmeldte,  92  %  af de fremmødte)",80,"8,3 (Efter 7-trinsskalaen)",78
01025,2020,Summer,,1,,1
01025,2020,Winter,"56  (93  %  af de tilmeldte,  100  %  af de fremmødte)",60,"8,6 (Efter 7-trinsskalaen)",56
01025,2021,Summer,,1,,0
01025,2021,Winter,"62  (89  %  af de tilmeldte,  93  %  af de fremmødte)",69,"7,5 (Efter 7-trinsskalaen)",66
01025,2022,Summer,,2,,2
01025,2022,Winter,"50  (86  %  af de tilmeldte,  90  %  af de fremmødte)",58,"7,7 (Efter 7-trinsskalaen)",55
01025,2023,Summer,,3,,3
01025,2023,Winter,"48  (82  %  af de tilmeldte,  84  %  af de fremmødte)",58,"7,1 (Efter 7-trinsskalaen)",57
01025,2024,Summer,"3  (60  %  af de tilmeldte,  60  %  af de fremmødte)",5,"4,2 (Efter 7-trinsskalaen)",5
01034,2017,Winter,"60  (75  %  af de tilmeldte,  83  %  af de fremmødte)",80,7 (Efter 7-trinsskalaen),72
01034,2018,Summer,"2  (40  %  af de tilmeldte,  50  %  af de fremmødte)",5,2 (Efter 7-trinsskalaen),4
01034,2018,Winter,"100  (80  %  af de tilmeldte,  84  %  af de fremmødte)",125,"6,5 (Efter 7-trinsskalaen)",118
01034,2019,Summer,"3  (42  %  af de tilmeldte,  50  %  af de fremmødte)",7,2 (Efter 7-trinsskalaen),6
01034,2019,Winter,"114  (77  %  af de tilmeldte,  83  %  af de fremmødte)",147,"6,3 (Efter 7-trinsskalaen)",137
01034,2020,Summer,"9  (81  %  af de tilmeldte,  81  %  af de fremmødte)",11,"4,2 (Efter 7-trinsskalaen)",11
01034,2020,Winter,"82  (66  %  af de tilmeldte,  71  %  af de fremmødte)",123,"4,6 (Efter 7-trinsskalaen)",114
01034,2021,Summer,"18  (81  %  af de tilmeldte,  81  %  af de fremmødte)",22,"4,7 (Efter 7-trinsskalaen)",22
01034,2021,Winter,"126  (81  %  af de tilmeldte,  86  %  af de fremmødte)",155,"6,1 (Efter 7-trinsskalaen)",145
01034,2022,Summer,,3,,3
01034,2022,Winter,"100  (64  %  af de tilmeldte,  80  %  af de fremmødte)",156,"5,7 (Efter 7-trinsskalaen)",125
01034,2023,Summer,"2  (33  %  af de tilmeldte,  33  %  af de fremmødte)",6,"0,5 (Efter 7-trinsskalaen)",6
01034,2023,Winter,"135  (79  %  af de tilmeldte,  83  %  af de fremmødte)",169,"6,3 (Efter 7-trinsskalaen)",162
01034,2024,Summer,"14  (82  %  af de tilmeldte,  93  %  af de fremmødte)",17,"3,7 (Efter 7-trinsskalaen)",15
01035,2017,Summer,"180  (61  %  af de tilmeldte,  71  %  af de fremmødte)",295,"4,9 (Efter 7-trinsskalaen)",252
01035,2017,Winter,"259  (72  %  af de tilmeldte,  81  %  af de fremmødte)",356,"5,8 (Efter 7-trinsskalaen)",319
01035,2018,Summer,"167  (70  %  af de tilmeldte,  78  %  af de fremmødte)",237,5 (Efter 7-trinsskalaen),214
01035,2018,Winter,"243  (74  %  af de tilmeldte,  78  %  af de fremmødte)",328,"4,8 (Efter 7-trinsskalaen)",310
01035,2019,Summer,"124  (62  %  af de tilmeldte,  71  %  af de fremmødte)",197,"4,5 (Efter 7-trinsskalaen)",173
01035,2019,Winter,"235  (71  %  af de tilmeldte,  75  %  af de fremmødte)",330,"4,9 (Efter 7-trinsskalaen)",313
01035,2020,Summer,"145  (76  %  af de tilmeldte,  80  %  af de fremmødte)",190,"5,1 (Efter 7-trinsskalaen)",180
01035,2020,Winter,"195  (69  %  af de tilmeldte,  73  %  af de fremmødte)",281,"4,4 (Efter 7-trinsskalaen)",266
01035,2021,Summer,"118  (65  %  af de tilmeldte,  69  %  af de fremmødte)",180,4 (Efter 7-trinsskalaen),169
01035,2021,Winter,"289  (82  %  af de tilmeldte,  87  %  af de fremmødte)",350,"6,7 (Efter 7-trinsskalaen)",332
01035,2022,Summer,"117  (72  %  af de tilmeldte,  80  %  af de fremmødte)",162,"5,4 (Efter 7-trinsskalaen)",145
01035,2022,Winter,"168  (70  %  af de tilmeldte,  75  %  af de fremmødte)",237,"4,6 (Efter 7-trinsskalaen)",224
01035,2023,Summer,"106  (68  %  af de tilmeldte,  76  %  af de fremmødte)",154,"4,7 (Efter 7-trinsskalaen)",139
01035,2023,Winter,"204  (80  %  af de tilmeldte,  85  %  af de fremmødte)",252,"6,8 (Efter 7-trinsskalaen)",240
01035,2024,Summer,"83  (80  %  af de tilmeldte,  84  %  af de fremmødte)",103,"5,5 (Efter 7-trinsskalaen)",98
01036,2017,Winter,"30  (100  %  af de tilmeldte,  100  %  af de fremmødte)",30,"8,6 (Efter 7-trinsskalaen)",30
01036,2018,Winter,"22  (100  %  af de tilmeldte,  100  %  af de fremmødte)",22,"7,5 (Efter 7-trinsskalaen)",22
01036,2019,Winter,"26  (100  %  af de tilmeldte,  100  %  af de fremmødte)",26,"8,3 (Efter 7-trinsskalaen)",26
01037,2017,Summer,"110  (67  %  af de tilmeldte,  72  %  af de fremmødte)",164,"4,4 (Efter 7-trinsskalaen)",152
01037,2017,Winter,"2  (33  %  af de tilmeldte,  50  %  af de fremmødte)",6,"2,2 (Efter 7-trinsskalaen)",4
01037,2018,Summer,"180  (80  %  af de tilmeldte,  91  %  af de fremmødte)",224,"6,7 (Efter 7-trinsskalaen)",197
01037,2018,Winter,"5  (38  %  af de tilmeldte,  38  %  af de fremmødte)",13,"0,8 (Efter 7-trinsskalaen)",13
01037,2019,Summer,"235  (67  %  af de tilmeldte,  73  %  af de fremmødte)",347,"5,1 (Efter 7-trinsskalaen)",318
01037,2019,Winter,"13  (54  %  af de tilmeldte,  59  %  af de fremmødte)",24,"2,9 (Efter 7-trinsskalaen)",22
01037,2020,Summer,"301  (79  %  af de tilmeldte,  84  %  af de fremmødte)",380,"5,9 (Efter 7-trinsskalaen)",357
01037,2020,Winter,"8  (44  %  af de tilmeldte,  47  %  af de fremmødte)",18,"1,2 (Efter 7-trinsskalaen)",17
01037,2021,Summer,"219  (75  %  af de tilmeldte,  81  %  af de fremmødte)",292,"5,2 (Efter 7-trinsskalaen)",270
01037,2021,Winter,"6  (85  %  af de tilmeldte,  100  %  af de fremmødte)",7,7 (Efter 7-trinsskalaen),6
01037,2022,Summer,"221  (75  %  af de tilmeldte,  78  %  af de fremmødte)",294,"4,8 (Efter 7-trinsskalaen)",281
01037,2022,Winter,"9  (40  %  af de tilmeldte,  45  %  af de fremmødte)",22,"2,2 (Efter 7-trinsskalaen)",20
01037,2023,Summer,"142  (62  %  af de tilmeldte,  67  %  af de fremmødte)",226,"3,5 (Efter 7-trinsskalaen)",210
01037,2023,Winter,"13  (68  %  af de tilmeldte,  76  %  af de fremmødte)",19,"4,2 (Efter 7-trinsskalaen)",17
01125,2017,Winter,"48  (100  %  af de tilmeldte,  100  %  af de fremmødte)",48,"8,7 (Efter 7-trinsskalaen)",48
01125,2018,Winter,"48  (94  %  af de tilmeldte,  100  %  af de fremmødte)",51,8 (Efter 7-trinsskalaen),48
01125,2019,Winter,"69  (97  %  af de tilmeldte,  100  %  af de fremmødte)",71,"10,1 (Efter 7-trinsskalaen)",69
01125,2020,Summer,,1,,1
01125,2020,Winter,"64  (100  %  af de tilmeldte,  100  %  af de fremmødte)",64,"9,2 (Efter 7-trinsskalaen)",64
01125,2021,Winter,"44  (100  %  af de tilmeldte,  100  %  af de fremmødte)",44,"10,8 (Efter 7-trinsskalaen)",44
01125,2023,Summer,"45  (100  %  af de tilmeldte,  100  %  af de fremmødte)",45,"10,5 (Efter 7-trinsskalaen)",45
01125,2024,Summer,"34  (100  %  af de tilmeldte,  100  %  af de fremmødte)",34,"10,1 (Efter 7-trinsskalaen)",34
01227,2024,Summer,"11  (91  %  af de tilmeldte,  91  %  af de fremmødte)",12,"7,2 (Efter 7-trinsskalaen)",12
01236,2017,Summer,"7  (70  %  af de tilmeldte,  87  %  af de fremmødte)",10,"9,6 (Efter 7-trinsskalaen)",8
01236,2018,Summer,"2  (50  %  af de tilmeldte,  50  %  af de fremmødte)",4,1 (Efter 7-trinsskalaen),4
01237,2017,Summer,,2,,0
01237,2017,Winter,"100  (91  %  af de tilmeldte,  91  %  af de fremmødte)",109,"7,1 (Efter 7-trinsskalaen)",109
01237,2018,Summer,,3,,3
01237,2018,Winter,"79  (85  %  af de tilmeldte,  91  %  af de fremmødte)",92,"7,1 (Efter 7-trinsskalaen)",86
01237,2019,Winter,"80  (94  %  af de tilmeldte,  100  %  af de fremmødte)",85,"7,1 (Efter 7-trinsskalaen)",80
01237,2020,Winter,"104  (94  %  af de tilmeldte,  94  %  af de fremmødte)",110,"8,7 (Efter 7-trinsskalaen)",110
01237,2021,Winter,"100  (92  %  af de tilmeldte,  93  %  af de fremmødte)",108,"8,8 (Efter 7-trinsskalaen)",107
01237,2022,Summer,,1,,1
01237,2022,Winter,"107  (94  %  af de tilmeldte,  95  %  af de fremmødte)",113,"9,3 (Efter 7-trinsskalaen)",112
01237,2023,Winter,"101  (92  %  af de tilmeldte,  93  %  af de fremmødte)",109,"8,6 (Efter 7-trinsskalaen)",108
01237,2024,Summer,,1,,1
01238,2019,Summer,"11  (78  %  af de tilmeldte,  100  %  af de fremmødte)",14,"9,7 (Efter 7-trinsskalaen)",11
01238,2020,Summer,"11  (78  %  af de tilmeldte,  100  %  af de fremmødte)",14,"11,2 (Efter 7-trinsskalaen)",11
01238,2021,Summer,"30  (96  %  af de tilmeldte,  100  %  af de fremmødte)",31,"10,5 (Efter 7-trinsskalaen)",30
01238,2022,Summer,"27  (84  %  af de tilmeldte,  93  %  af de fremmødte)",32,"8,9 (Efter 7-trinsskalaen)",29
01238,2023,Summer,"11  (78  %  af de tilmeldte,  100  %  af de fremmødte)",14,"10,1 (Efter 7-trinsskalaen)",11
01238,2024,Summer,"19  (95  %  af de tilmeldte,  95  %  af de fremmødte)",20,"8,3 (Efter 7-trinsskalaen)",20
01257,2017,Winter,"18  (94  %  af de tilmeldte,  100  %  af de fremmødte)",19,"10,7 (Efter 7-trinsskalaen)",18
01257,2018,Winter,"21  (95  %  af de tilmeldte,  100  %  af de fremmødte)",22,12 (Efter 7-trinsskalaen),21
01257,2019,Winter,"12  (80  %  af de tilmeldte,  92  %  af de fremmødte)",15,"9,2 (Efter 7-trinsskalaen)",13
01257,2020,Winter,"36  (94  %  af de tilmeldte,  100  %  af de fremmødte)",38,"10,7 (Efter 7-trinsskalaen)",36
01257,2021,Winter,"16  (94  %  af de tilmeldte,  100  %  af de fremmødte)",17,"10,8 (Efter 7-trinsskalaen)",16
01257,2022,Winter,"23  (92  %  af de tilmeldte,  100  %  af de fremmødte)",25,"10,4 (Efter 7-trinsskalaen)",23
01257,2023,Winter,"18  (100  %  af de tilmeldte,  100  %  af de fremmødte)",18,"9,3 (Efter 7-trinsskalaen)",18
01325,2017,Summer,"53  (67  %  af de tilmeldte,  76  %  af de fremmødte)",79,"5,8 (Efter 7-trinsskalaen)",69
01325,2018,Summer,"29  (96  %  af de tilmeldte,  96  %  af de fremmødte)",30,"6,8 (Efter 7-trinsskalaen)",30
01325,2019,Summer,"38  (80  %  af de tilmeldte,  88  %  af de fremmødte)",47,"6,9 (Efter 7-trinsskalaen)",43
01325,2020,Summer,"35  (94  %  af de tilmeldte,  100  %  af de fremmødte)",37,8 (Efter 7-trinsskalaen),35
01325,2021,Summer,"48  (84  %  af de tilmeldte,  88  %  af de fremmødte)",57,"7,1 (Efter 7-trinsskalaen)",54
01325,2022,Summer,"44  (72  %  af de tilmeldte,  77  %  af de fremmødte)",61,4 (Efter 7-trinsskalaen),57
01325,2023,Summer,"26  (70  %  af de tilmeldte,  78  %  af de fremmødte)",37,"6,7 (Efter 7-trinsskalaen)",33
01325,2023,Winter,,1,,1
01325,2024,Summer,"42  (89  %  af de tilmeldte,  91  %  af de fremmødte)",47,"6,3 (Efter 7-trinsskalaen)",46
01405,2017,Summer,"8  (100  %  af de tilmeldte,  100  %  af de fremmødte)",8,"8,9 (Efter 7-trinsskalaen)",8
01405,2018,Summer,"9  (81  %  af de tilmeldte,  100  %  af de fremmødte)",11,"10,1 (Efter 7-trinsskalaen)",9
01405,2019,Summer,"15  (100  %  af de tilmeldte,  100  %  af de fremmødte)",15,"9,9 (Efter 7-trinsskalaen)",15
01405,2020,Summer,"9  (90  %  af de tilmeldte,  100  %  af de fremmødte)",10,"11,6 (Efter 7-trinsskalaen)",9
01405,2021,Summer,"9  (81  %  af de tilmeldte,  100  %  af de fremmødte)",11,9 (Efter 7-trinsskalaen),9
01405,2022,Summer,"13  (92  %  af de tilmeldte,  100  %  af de fremmødte)",14,"8,9 (Efter 7-trinsskalaen)",13
01405,2023,Summer,"11  (91  %  af de tilmeldte,  100  %  af de fremmødte)",12,"11,5 (Efter 7-trinsskalaen)",11
01405,2024,Summer,"18  (100  %  af de tilmeldte,  100  %  af de fremmødte)",18,"10,8 (Efter 7-trinsskalaen)",18
01410,2017,Summer,"54  (63  %  af de tilmeldte,  84  %  af de fremmødte)",85,"6,6 (Efter 7-trinsskalaen)",64
01410,2018,Summer,"69  (90  %  af de tilmeldte,  97  %  af de fremmødte)",76,"8,2 (Efter 7-trinsskalaen)",71
01410,2019,Summer,"82  (81  %  af de tilmeldte,  92  %  af de fremmødte)",101,"7,6 (Efter 7-trinsskalaen)",89
01410,2020,Summer,"61  (79  %  af de tilmeldte,  91  %  af de fremmødte)",77,"7,5 (Efter 7-trinsskalaen)",67
01410,2021,Summer,"82  (89  %  af de tilmeldte,  96  %  af de fremmødte)",92,"7,3 (Efter 7-trinsskalaen)",85
01410,2021,Winter,,1,,1
01410,2022,Summer,"77  (74  %  af de tilmeldte,  76  %  af de fremmødte)",103,"4,7 (Efter 7-trinsskalaen)",101
01410,2023,Summer,"48  (76  %  af de tilmeldte,  77  %  af de fremmødte)",63,"4,7 (Efter 7-trinsskalaen)",62
01410,2024,Summer,"60  (72  %  af de tilmeldte,  72  %  af de fremmødte)",83,"3,8 (Efter 7-trinsskalaen)",83
01415,2017,Winter,"51  (91  %  af de tilmeldte,  91  %  af de fremmødte)",56,Intet eksamensgennemsnit,56
01415,2018,Summer,,3,,3
01415,2018,Winter,"45  (91  %  af de tilmeldte,  91  %  af de fremmødte)",49,Intet eksamensgennemsnit,49
01415,2019,Summer,,4,,3
01415,2019,Winter,"11  (73  %  af de tilmeldte,  84  %  af de fremmødte)",15,"7,1 (Efter 7-trinsskalaen)",13
01415,2020,Winter,"13  (92  %  af de tilmeldte,  100  %  af de fremmødte)",14,"7,8 (Efter 7-trinsskalaen)",13
01415,2021,Winter,"18  (94  %  af de tilmeldte,  100  %  af de fremmødte)",19,"8,7 (Efter 7-trinsskalaen)",18
01415,2022,Winter,"19  (90  %  af de tilmeldte,  100  %  af de fremmødte)",21,"9,2 (Efter 7-trinsskalaen)",19
01415,2023,Summer,,1,,0
01415,2023,Winter,"20  (83  %  af de tilmeldte,  100  %  af de fremmødte)",24,"8,7 (Efter 7-trinsskalaen)",20
01426,2017,Winter,"18  (81  %  af de tilmeldte,  94  %  af de fremmødte)",22,"7,2 (Efter 7-trinsskalaen)",19
01426,2018,Summer,,1,,1
01426,2019,Winter,"12  (70  %  af de tilmeldte,  85  %  af de fremmødte)",17,"7,2 (Efter 7-trinsskalaen)",14
01426,2020,Summer,,2,,2
01426,2020,Winter,"5  (71  %  af de tilmeldte,  100  %  af de fremmødte)",7,"9,4 (Efter 7-trinsskalaen)",5
01426,2021,Summer,,1,,1
01426,2021,Winter,"20  (83  %  af de tilmeldte,  90  %  af de fremmødte)",24,8 (Efter 7-trinsskalaen),22
01426,2022,Summer,,2,,2
01426,2022,Winter,"6  (75  %  af de tilmeldte,  100  %  af de fremmødte)",8,"9,5 (Efter 7-trinsskalaen)",6
01426,2023,Winter,"15  (78  %  af de tilmeldte,  93  %  af de fremmødte)",19,"9,4 (Efter 7-trinsskalaen)",16
01426,2024,Summer,,2,,0
01427,2017,Summer,"9  (100  %  af de tilmeldte,  100  %  af de fremmødte)",9,Intet eksamensgennemsnit,9
01427,2018,Summer,"5  (100  %  af de tilmeldte,  100  %  af de fremmødte)",5,Intet eksamensgennemsnit,5
01427,2019,Summer,"11  (100  %  af de tilmeldte,  100  %  af de fremmødte)",11,Intet eksamensgennemsnit,11
01427,2020,Summer,"6  (100  %  af de tilmeldte,  100  %  af de fremmødte)",6,Intet eksamensgennemsnit,6
01527,2017,Winter,"4  (57  %  af de tilmeldte,  100  %  af de fremmødte)",7,Intet eksamensgennemsnit,4
01527,2018,Winter,"8  (100  %  af de tilmeldte,  100  %  af de fremmødte)",8,Intet eksamensgennemsnit,8
01527,2019,Winter,"8  (72  %  af de tilmeldte,  88  %  af de fremmødte)",11,Intet eksamensgennemsnit,9
01527,2020,Winter,"4  (100  %  af de tilmeldte,  100  %  af de fremmødte)",4,Intet eksamensgennemsnit,4
01527,2021,Winter,"5  (83  %  af de tilmeldte,  83  %  af de fremmødte)",6,Intet eksamensgennemsnit,6
01527,2022,Winter,"10  (100  %  af de tilmeldte,  100  %  af de fremmødte)",10,Intet eksamensgennemsnit,10
01527,2023,Winter,"8  (80  %  af de tilmeldte,  100  %  af de fremmødte)",10,Intet eksamensgennemsnit,8
01527,2024,Summer,,1,,1
01604,2019,Summer,"43  (87  %  af de tilmeldte,  95  %  af de fremmødte)",49,"6,8 (Efter 7-trinsskalaen)",45
01604,2020,Summer,"40  (97  %  af de tilmeldte,  100  %  af de fremmødte)",41,"9,4 (Efter 7-trinsskalaen)",40
01604,2021,Winter,"32  (100  %  af de tilmeldte,  100  %  af de fremmødte)",32,"10,8 (Efter 7-trinsskalaen)",32
01604,2022,Summer,,1,,1
01606,2019,Summer,"31  (100  %  af de tilmeldte,  100  %  af de fremmødte)",31,Intet eksamensgennemsnit,31
01606,2020,Summer,"17  (100  %  af de tilmeldte,  100  %  af de fremmødte)",17,Intet eksamensgennemsnit,17
