Course code,Academic Year,Year,Season,Antal bestået,Antal tilmeldte,Eksamensgennemsnit,Fremmødte,Engelsk titel,Undervisningssprog,Point( ECTS ),Kursustype,Evalueringsform,Hjælpemidler,Bedømmelsesform,Institut,Mulighed for GRØN DYST deltagelse,Ekstern samarbejdsinstitution,forudsætninger
01001,2023-2024,2023,Winter,853,1072,"8,2",977,Mathematics 1a (Polytechnical foundation),Dansk,10,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) 2 dele: 1) 4 hjemmeopgavesæt (vægt 1/3), 2) Prøver i pensum (vægt 2/3). Præcis beskrivelse: https://mat1a.compute.dtu.dk/Info/Eksamensregler.html Eksamensvarighed Skriftlig eksamen: 4 timer 2+2 timer",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01001,2023-2024,2024,Summer,39,72,"4,4",63,Mathematics 1a (Polytechnical foundation),Dansk,10,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) 2 dele: 1) 4 hjemmeopgavesæt (vægt 1/3), 2) Prøver i pensum (vægt 2/3). Præcis beskrivelse: https://mat1a.compute.dtu.dk/Info/Eksamensregler.html Eksamensvarighed Skriftlig eksamen: 4 timer 2+2 timer",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01002,2023-2024,2024,Summer,700,941,"7,6",864,Mathematics 1b (Polytechnical Foundation),Dansk,10,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Skriftlig eksamen og afleveringsopgaver med følgende vægte: 1) 3 hjemmeopgavesæt (vægt 2/5), 2) 4-timers skriftlig eksamen (vægt 3/5). Præcis beskrivelse: https://01002.compute.dtu.dk Eksamensvarighed Skriftlig eksamen: 4 timer",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Måske,Ja,Ja
01003,2023-2024,2023,Winter,168,200,"8,7",188,Mathematics 1a (Polytechnical foundation),Engelsk,10,Bachelor,"Skriftlig eksamen og bedømmelse af rapport(er) 2 dele: 1) 4 hjemmeopgavesæt (vægt 1/3), 2) Prøver i pensum (vægt 2/3). Præcis beskrivelse: https://math1a.compute.dtu.dk/Info/ExamRules.html Eksamensvarighed Skriftlig eksamen: 4 timer 2+2 timer",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01003,2023-2024,2024,Summer,10,18,"4,5",18,Mathematics 1a (Polytechnical foundation),Engelsk,10,Bachelor,"Skriftlig eksamen og bedømmelse af rapport(er) 2 dele: 1) 4 hjemmeopgavesæt (vægt 1/3), 2) Prøver i pensum (vægt 2/3). Præcis beskrivelse: https://math1a.compute.dtu.dk/Info/ExamRules.html Eksamensvarighed Skriftlig eksamen: 4 timer 2+2 timer",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01004,2023-2024,2024,Summer,148,185,"8,2",178,Mathematics 1b (Polytechnical Foundation),Engelsk,10,Bachelor,Skriftlig eksamen og bedømmelse af opgave(r) 2 dele med vægtning: 1) Hjemmeopgaver (3 stk) (vægt 2/5) 2) Skriftlig eksamen. (Vægt 3/5) Præcis beskrivelse: https://01004.compute.dtu.dk Eksamensvarighed Skriftlig eksamen: 4 timer,Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Måske,Ja,Ja
01005,2017-2018,2018,Summer,740,1116,"8,4",1084,Advanced Engineering Mathematics 1,Dansk,20,Bachelor,"Skriftlig eksamen og bedømmelse af rapport(er) 4 dele med lige stor vægt: 1) 7 hjemmeopgavesæt, 2) Prøver i efterårspensum, 3) 3-ugers projektrapport med mundtligt forsvar og 4) Prøver i forårsspensum. Præcis beskrivelse: http://01005.mat.dtu.dk/info/eksamensregler/",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Måske,Ja,Nej
01005,2018-2019,2019,Summer,792,1126,"5,4",1070,Advanced Engineering Mathematics 1,Dansk,20,Bachelor,"Skriftlig eksamen og bedømmelse af rapport(er) 4 dele med lige stor vægt: 1) 7 hjemmeopgavesæt, 2) Prøver i efterårspensum, 3) 3-ugers projektrapport med mundtligt forsvar og 4) Prøver i forårsspensum. Præcis beskrivelse: http://01005.compute.dtu.dk/Info-Eksamensregler",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Måske,Ja,Nej
01005,2019-2020,2020,Summer,804,1093,"8,8",996,Advanced Engineering Mathematics 1,Dansk,20,Bachelor,"Skriftlig eksamen og bedømmelse af rapport(er) 4 dele med lige stor vægt: 1) 7 hjemmeopgavesæt, 2) Prøver i efterårspensum, 3) 3-ugers projektrapport med mundtligt forsvar og 4) Prøver i forårsspensum. Præcis beskrivelse: http://01005.compute.dtu.dk/Info-Eksamensregler",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Måske,Ja,Nej
01005,2020-2021,2021,Summer,923,1420,"8,5",1339,Advanced Engineering Mathematics 1,Dansk,20,Bachelor,"Skriftlig eksamen og bedømmelse af rapport(er) 4 dele med lige stor vægt: 1) 7 hjemmeopgavesæt, 2) Prøver i efterårspensum, 3) 3-ugers projektrapport med mundtligt forsvar og 4) Prøver i forårsspensum. Præcis beskrivelse: http://01005.compute.dtu.dk/Info-Eksamensregler",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Måske,Ja,Nej
01005,2021-2022,2022,Summer,772,1092,"8,5",1014,Advanced Engineering Mathematics 1,Dansk,20,Bachelor,"Skriftlig eksamen og bedømmelse af rapport(er) 4 dele med lige stor vægt: 1) 7 hjemmeopgavesæt, 2) Prøver i efterårspensum, 3) 3-ugers projektrapport med mundtligt forsvar og 4) Prøver i forårsspensum. Præcis beskrivelse: http://01005.compute.dtu.dk/Info-Eksamensregler Eksamensvarighed Skriftlig eksamen: 3 timer 1-times prøver i løbet af semesteret og 3-timers afsluttende prøver",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Måske,Ja,Nej
01005,2021-2022,2022,Summer,772,1092,"8,5",1014,Advanced Engineering Mathematics 1,Dansk,20,Bachelor,"Skriftlig eksamen og bedømmelse af rapport(er) 4 dele med lige stor vægt: 1) 7 hjemmeopgavesæt, 2) Prøver i efterårspensum, 3) 3-ugers projektrapport med mundtligt forsvar og 4) Prøver i forårsspensum. Præcis beskrivelse: http://01005.compute.dtu.dk/Info-Eksamensregler Eksamensvarighed Skriftlig eksamen: 3 timer 1-times prøver i løbet af semesteret og 3-timers afsluttende prøver",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Måske,Ja,Nej
01005,2022-2023,2023,Summer,732,1055,"8,2",906,Advanced Engineering Mathematics 1,Dansk,20,Bachelor,"Skriftlig eksamen og bedømmelse af rapport(er) 4 dele med lige stor vægt: 1) 7 hjemmeopgavesæt, 2) Prøver i efterårspensum, 3) 3-ugers projektrapport med mundtligt forsvar og 4) Prøver i forårsspensum. Præcis beskrivelse: http://01005.compute.dtu.dk/Info-Eksamensregler Eksamensvarighed Skriftlig eksamen: 3 timer 1-times prøver i løbet af semesteret og 3-timers afsluttende prøver",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Måske,Ja,Nej
01005,2023-2024,2024,Summer,42,86,6,70,Advanced Engineering Mathematics 1,Dansk,20,Bachelor,"Skriftlig eksamen og bedømmelse af rapport(er) 4 dele med lige stor vægt: 1) 7 hjemmeopgavesæt, 2) Prøver i efterårspensum, 3) 3-ugers projektrapport med mundtligt forsvar og 4) Prøver i forårsspensum. Præcis beskrivelse: http://01005.compute.dtu.dk/Info-Eksamensregler Eksamensvarighed Skriftlig eksamen: 3 timer 1-times prøver i løbet af semesteret og 3-timers afsluttende prøver",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Måske,Ja,Nej
01006,2017-2018,2018,Summer,90,118,"9,3",115,Advanced Engineering Mathematics 1,Engelsk,20,Bachelor,"Skriftlig eksamen og bedømmelse af rapport(er) 4 dele med lige stor vægt: 1) 7 hjemmeopgavesæt, 2) Prøver i efterårspensum, 3) 3-ugers projektrapport med mundtligt forsvar og 4) Prøver i forårsspensum. Præcis beskrivelse: http://01005.mat.dtu.dk/info/eksamensregler/",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Måske,Ja,Nej
01006,2018-2019,2019,Summer,101,123,"7,1",116,Advanced Engineering Mathematics 1,Engelsk,20,Bachelor,"Skriftlig eksamen og bedømmelse af rapport(er) 4 dele med lige stor vægt: 1) 7 hjemmeopgavesæt, 2) Prøver i efterårspensum, 3) 3-ugers projektrapport med mundtligt forsvar og 4) Prøver i forårspensum. Præcis beskrivelse: http://01006.compute.dtu.dk/Info-Eksamensregler",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Måske,Ja,Nej
01006,2019-2020,2020,Summer,103,147,"8,1",132,Advanced Engineering Mathematics 1,Engelsk,20,Bachelor,"Skriftlig eksamen og bedømmelse af rapport(er) 4 dele med lige stor vægt: 1) 7 hjemmeopgavesæt, 2) Prøver i efterårspensum, 3) 3-ugers projektrapport med mundtligt forsvar og 4) Prøver i forårspensum. Præcis beskrivelse: http://01006.compute.dtu.dk/Info-Eksamensregler",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Måske,Ja,Nej
01006,2020-2021,2021,Summer,95,151,"8,3",136,Advanced Engineering Mathematics 1,Engelsk,20,Bachelor,"Skriftlig eksamen og bedømmelse af rapport(er) 4 dele med lige stor vægt: 1) 7 hjemmeopgavesæt, 2) Prøver i efterårspensum, 3) 3-ugers projektrapport med mundtligt forsvar og 4) Prøver i forårspensum. Præcis beskrivelse: http://01006.compute.dtu.dk/Info-Eksamensregler",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Måske,Ja,Nej
01006,2021-2022,2022,Summer,93,156,"8,5",146,Advanced Engineering Mathematics 1,Engelsk,20,Bachelor,"Skriftlig eksamen og bedømmelse af rapport(er) 4 dele med lige stor vægt: 1) 7 hjemmeopgavesæt, 2) Prøver i efterårspensum, 3) 3-ugers projektrapport med mundtligt forsvar og 4) Prøver i forårspensum. Præcis beskrivelse: http://01006.compute.dtu.dk/Info-Eksamensregler Eksamensvarighed Skriftlig eksamen: 3 timer 1-times prøver i løbet af semesteret og 3-timers afsluttende prøve",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Måske,Ja,Nej
01006,2021-2022,2022,Summer,93,156,"8,5",146,Advanced Engineering Mathematics 1,Engelsk,20,Bachelor,"Skriftlig eksamen og bedømmelse af rapport(er) 4 dele med lige stor vægt: 1) 7 hjemmeopgavesæt, 2) Prøver i efterårspensum, 3) 3-ugers projektrapport med mundtligt forsvar og 4) Prøver i forårspensum. Præcis beskrivelse: http://01006.compute.dtu.dk/Info-Eksamensregler Eksamensvarighed Skriftlig eksamen: 3 timer 1-times prøver i løbet af semesteret og 3-timers afsluttende prøve",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Måske,Ja,Nej
01006,2022-2023,2023,Summer,135,182,"8,2",181,Advanced Engineering Mathematics 1,Engelsk,20,Bachelor,"Skriftlig eksamen og bedømmelse af rapport(er) 4 dele med lige stor vægt: 1) 7 hjemmeopgavesæt, 2) Prøver i efterårspensum, 3) 3-ugers projektrapport med mundtligt forsvar og 4) Prøver i forårspensum. Præcis beskrivelse: http://01006.compute.dtu.dk/Info-Eksamensregler Eksamensvarighed Skriftlig eksamen: 3 timer 1-times prøver i løbet af semesteret og 3-timers afsluttende prøve",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Måske,Ja,Nej
01006,2023-2024,2024,Summer,2,7,3,7,Advanced Engineering Mathematics 1,Engelsk,20,Bachelor,"Skriftlig eksamen og bedømmelse af rapport(er) 4 dele med lige stor vægt: 1) 7 hjemmeopgavesæt, 2) Prøver i efterårspensum, 3) 3-ugers projektrapport med mundtligt forsvar og 4) Prøver i forårspensum. Præcis beskrivelse: http://01006.compute.dtu.dk/Info-Eksamensregler Eksamensvarighed Skriftlig eksamen: 3 timer 1-times prøver i løbet af semesteret og 3-timers afsluttende prøve",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Måske,Ja,Nej
01015,2017-2018,2018,Summer,55,78,"8,8",76,Advanced Engineering Mathematics 1,Dansk,"17,5",Bachelor,"Skriftlig eksamen og bedømmelse af rapport(er) 4 dele med lige stor vægt: 1) 7 hjemmeopgavesæt, 2) Prøver i efterårspensum, 3) 3-ugers projektrapport med mundtligt forsvar og 4) Prøver i forårsspensum. Præcis beskrivelse: http://01005.mat.dtu.dk/info/eksamensregler/",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Måske,Ja,Nej
01015,2018-2019,2019,Summer,55,82,"5,6",77,Advanced Engineering Mathematics 1,Dansk,"17,5",Bachelor,"Skriftlig eksamen og bedømmelse af rapport(er) 4 dele med lige stor vægt: 1) 7 hjemmeopgavesæt, 2) Prøver i efterårspensum, 3) 3-ugers projektrapport med mundtligt forsvar og 4) Prøver i forårsspensum. Præcis beskrivelse: http:/​/​01005.compute.dtu.dk/​Info-Eksamensregler",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Måske,Ja,Nej
01015,2019-2020,2020,Summer,71,96,"9,1",86,Advanced Engineering Mathematics 1,Dansk,"17,5",Bachelor,"Skriftlig eksamen og bedømmelse af rapport(er) 4 dele med lige stor vægt: 1) 7 hjemmeopgavesæt, 2) Prøver i efterårspensum, 3) 3-ugers projektrapport med mundtligt forsvar og 4) Prøver i forårsspensum. Præcis beskrivelse: http:/​/​01005.compute.dtu.dk/​Info-Eksamensregler",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Måske,Ja,Nej
01015,2020-2021,2021,Summer,68,98,"8,4",91,Advanced Engineering Mathematics 1,Dansk,"17,5",Bachelor,"Skriftlig eksamen og bedømmelse af rapport(er) 4 dele med lige stor vægt: 1) 7 hjemmeopgavesæt, 2) Prøver i efterårspensum, 3) 3-ugers projektrapport med mundtligt forsvar og 4) Prøver i forårsspensum. Præcis beskrivelse: http:/​/​01005.compute.dtu.dk/​Info-Eksamensregler",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Måske,Ja,Nej
01015,2021-2022,2022,Summer,52,79,"8,5",74,Advanced Engineering Mathematics 1,Dansk,"17,5",Bachelor,"Skriftlig eksamen og bedømmelse af rapport(er) 4 dele med lige stor vægt: 1) 7 hjemmeopgavesæt, 2) Prøver i efterårspensum, 3) 3-ugers projektrapport med mundtligt forsvar og 4) Prøver i forårsspensum. Præcis beskrivelse: http:/​/​01005.compute.dtu.dk/​Info-Eksamensregler Eksamensvarighed Skriftlig eksamen: 3 timer 1-times prøver i løbet af semesteret og 3-timers afsluttende prøver",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Måske,Ja,Nej
01015,2021-2022,2022,Summer,52,79,"8,5",74,Advanced Engineering Mathematics 1,Dansk,"17,5",Bachelor,"Skriftlig eksamen og bedømmelse af rapport(er) 4 dele med lige stor vægt: 1) 7 hjemmeopgavesæt, 2) Prøver i efterårspensum, 3) 3-ugers projektrapport med mundtligt forsvar og 4) Prøver i forårsspensum. Præcis beskrivelse: http:/​/​01005.compute.dtu.dk/​Info-Eksamensregler Eksamensvarighed Skriftlig eksamen: 3 timer 1-times prøver i løbet af semesteret og 3-timers afsluttende prøver",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Måske,Ja,Nej
01015,2022-2023,2023,Summer,49,69,"8,4",68,Advanced Engineering Mathematics 1,Dansk,"17,5",Bachelor,"Skriftlig eksamen og bedømmelse af rapport(er) 4 dele med lige stor vægt: 1) 7 hjemmeopgavesæt, 2) Prøver i efterårspensum, 3) 3-ugers projektrapport med mundtligt forsvar og 4) Prøver i forårsspensum. Præcis beskrivelse: http:/​/​01005.compute.dtu.dk/​Info-Eksamensregler Eksamensvarighed Skriftlig eksamen: 3 timer 1-times prøver i løbet af semesteret og 3-timers afsluttende prøver",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Måske,Ja,Nej
01015,2023-2024,2024,Summer,4,6,4,6,Advanced Engineering Mathematics 1,Dansk,"17,5",Bachelor,"Skriftlig eksamen og bedømmelse af rapport(er) 4 dele med lige stor vægt: 1) 7 hjemmeopgavesæt, 2) Prøver i efterårspensum, 3) 3-ugers projektrapport med mundtligt forsvar og 4) Prøver i forårsspensum. Præcis beskrivelse: http:/​/​01005.compute.dtu.dk/​Info-Eksamensregler Eksamensvarighed Skriftlig eksamen: 3 timer 1-times prøver i løbet af semesteret og 3-timers afsluttende prøver",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Måske,Ja,Nej
01016,2017-2018,2018,Summer,5,8,"5,4",6,Advanced Engineering Mathematics 1,Dansk,"17,5",Bachelor,"Skriftlig eksamen og bedømmelse af rapport(er) 4 dele med lige stor vægt: 1) 7 hjemmeopgavesæt, 2) Prøver i efterårspensum, 3) 3-ugers projektrapport med mundtligt forsvar og 4) Prøver i forårsspensum. Præcis beskrivelse: http://01005.mat.dtu.dk/info/eksamensregler/",Tilladt,ekstern censur,Institut01 Institutfor Matematik og Computer Science,Måske,Ja,Nej
01017,2017-2018,2017,Winter,217,256,"6,1",245,Discrete Mathematics,Dansk,5,Bachelor,Skriftlig eksamen og bedømmelse af opgave(r) Eksamen består af 4 obligatoriske hjemmeopgavesæt i løbet af semesteret samt en afsluttende skriftlig eksamen. Den skriftlige eksamen vægtes med 80% og de skriftlige hjemmeopgaver vægtes med 20%.,Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01017,2017-2018,2018,Summer,9,13,"7,1",11,Discrete Mathematics,Dansk,5,Bachelor,Skriftlig eksamen og bedømmelse af opgave(r) Eksamen består af 4 obligatoriske hjemmeopgavesæt i løbet af semesteret samt en afsluttende skriftlig eksamen. Den skriftlige eksamen vægtes med 80% og de skriftlige hjemmeopgaver vægtes med 20%.,Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01017,2018-2019,2018,Winter,275,319,"6,1",305,Discrete Mathematics,Dansk,5,Bachelor,Skriftlig eksamen og bedømmelse af opgave(r) Eksamen består af 4 obligatoriske hjemmeopgavesæt i løbet af semesteret samt en afsluttende skriftlig eksamen. Den skriftlige eksamen vægtes med 80% og de skriftlige hjemmeopgaver vægtes med 20%.,Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01017,2018-2019,2019,Summer,9,14,"3,4",13,Discrete Mathematics,Dansk,5,Bachelor,Skriftlig eksamen og bedømmelse af opgave(r) Eksamen består af 4 obligatoriske hjemmeopgavesæt i løbet af semesteret samt en afsluttende skriftlig eksamen. Den skriftlige eksamen vægtes med 80% og de skriftlige hjemmeopgaver vægtes med 20%.,Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01017,2019-2020,2019,Winter,257,309,"5,9",295,Discrete Mathematics,Dansk,5,Bachelor,Skriftlig eksamen og bedømmelse af opgave(r) Eksamen består af 4 obligatoriske hjemmeopgavesæt i løbet af semesteret samt en afsluttende skriftlig eksamen. Den skriftlige eksamen vægtes med 80% og de skriftlige hjemmeopgaver vægtes med 20%.,Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01017,2019-2020,2020,Summer,12,18,"2,9",17,Discrete Mathematics,Dansk,5,Bachelor,Skriftlig eksamen og bedømmelse af opgave(r) Eksamen består af 4 obligatoriske hjemmeopgavesæt i løbet af semesteret samt en afsluttende skriftlig eksamen. Den skriftlige eksamen vægtes med 80% og de skriftlige hjemmeopgaver vægtes med 20%.,Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01017,2020-2021,2020,Winter,456,504,"6,6",493,Discrete Mathematics,Dansk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Eksamen består af 4 obligatoriske hjemmeopgavesæt i løbet af semesteret samt en afsluttende 2 timers skriftlig eksamen. Den endelige karakter baseres på en helhedsvurdering, hvor den skriftlige eksamen vægtes med ca. 60% og de skriftlige opgaver med ca. 40%.",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01017,2021-2022,2021,Winter,325,356,"6,9",345,Discrete Mathematics,Dansk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Eksamen består af 4 obligatoriske hjemmeopgavesæt i løbet af semesteret samt en afsluttende 2 timers skriftlig eksamen. Den endelige karakter baseres på en helhedsvurdering, hvor den skriftlige eksamen vægtes med ca. 60% og de skriftlige opgaver med ca. 40%. Eksamensvarighed Skriftlig eksamen: 2 timer",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01017,2021-2022,2021,Winter,325,356,"6,9",345,Discrete Mathematics,Dansk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Eksamen består af 4 obligatoriske hjemmeopgavesæt i løbet af semesteret samt en afsluttende 2 timers skriftlig eksamen. Den endelige karakter baseres på en helhedsvurdering, hvor den skriftlige eksamen vægtes med ca. 60% og de skriftlige opgaver med ca. 40%. Eksamensvarighed Skriftlig eksamen: 2 timer",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01017,2021-2022,2022,Summer,7,7,"6,3",7,Discrete Mathematics,Dansk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Eksamen består af 4 obligatoriske hjemmeopgavesæt i løbet af semesteret samt en afsluttende 2 timers skriftlig eksamen. Den endelige karakter baseres på en helhedsvurdering, hvor den skriftlige eksamen vægtes med ca. 60% og de skriftlige opgaver med ca. 40%. Eksamensvarighed Skriftlig eksamen: 2 timer",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01017,2021-2022,2022,Summer,7,7,"6,3",7,Discrete Mathematics,Dansk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Eksamen består af 4 obligatoriske hjemmeopgavesæt i løbet af semesteret samt en afsluttende 2 timers skriftlig eksamen. Den endelige karakter baseres på en helhedsvurdering, hvor den skriftlige eksamen vægtes med ca. 60% og de skriftlige opgaver med ca. 40%. Eksamensvarighed Skriftlig eksamen: 2 timer",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01017,2022-2023,2022,Winter,290,319,"6,8",304,Discrete Mathematics,Dansk,5,Bachelor,"Skriftlig eksamen og bedømmelse af opgave(r) Eksamen består af et antal hjemmeopgavesæt i løbet af semesteret samt en afsluttende 2 timers skriftlig eksamen. Den endelige karakter baseres på en helhedsvurdering, hvor den skriftlige eksamen vægtes med ca. 80% og de skriftlige opgaver med ca. 20%. Eksamensvarighed Skriftlig eksamen: 2 timer",Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01017,2023-2024,2023,Winter,157,213,"4,6",212,Discrete Mathematics,Dansk,5,"Bachelor, Diplomingeniør",Skriftlig eksamen og bedømmelse af opgave(r) Eksamensvarighed Skriftlig eksamen: 2 timer,Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01017,2023-2024,2024,Summer,17,19,"3,8",19,Discrete Mathematics,Dansk,5,"Bachelor, Diplomingeniør",Skriftlig eksamen og bedømmelse af opgave(r) Eksamensvarighed Skriftlig eksamen: 2 timer,Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01018,2017-2018,2017,Winter,51,58,"7,5",55,Discrete mathematics 2: algebra,Engelsk,5,Kandidat,Skriftlig eksamen og bedømmelse af opgave(r),Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Ja
01018,2018-2019,2018,Winter,39,42,"8,5",41,Discrete mathematics 2: algebra,Engelsk,5,Kandidat,Skriftlig eksamen og bedømmelse af opgave(r),Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Ja
01018,2019-2020,2019,Winter,56,65,"8,1",59,Discrete mathematics 2: algebra,Engelsk,5,"Kandidat, Bachelor",Skriftlig eksamen og bedømmelse af opgave(r),Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Ja
01018,2019-2020,2020,Summer,4,5,"5,8",4,Discrete mathematics 2: algebra,Engelsk,5,"Kandidat, Bachelor",Skriftlig eksamen og bedømmelse af opgave(r),Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Ja
01018,2020-2021,2020,Winter,57,63,"8,5",58,Discrete mathematics 2: algebra,Engelsk,5,"Kandidat, Bachelor",Skriftlig eksamen og bedømmelse af opgave(r),Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Ja
01018,2021-2022,2021,Winter,55,61,"7,7",58,Discrete mathematics 2: algebra,Engelsk,5,"Kandidat, Bachelor",Skriftlig eksamen og bedømmelse af opgave(r) Eksamensvarighed Skriftlig eksamen: 4 timer,Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Ja
01018,2021-2022,2021,Winter,55,61,"7,7",58,Discrete mathematics 2: algebra,Engelsk,5,"Kandidat, Bachelor",Skriftlig eksamen og bedømmelse af opgave(r) Eksamensvarighed Skriftlig eksamen: 4 timer,Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Ja
01018,2022-2023,2022,Winter,43,48,"8,7",45,Discrete mathematics 2: algebra,Engelsk,5,"Kandidat, Bachelor",Skriftlig eksamen og bedømmelse af opgave(r) Eksamensvarighed Skriftlig eksamen: 4 timer,Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Ja
01018,2023-2024,2023,Winter,50,53,"8,9",51,Discrete mathematics 2: algebra,Engelsk,5,"Bachelor, Diplomingeniør",Skriftlig eksamen og bedømmelse af opgave(r) Eksamensvarighed Skriftlig eksamen: 4 timer,Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Ja
01019,2017-2018,2017,Winter,19,27,"5,1",24,Discrete Mathematics,Engelsk,5,Bachelor,Skriftlig eksamen og bedømmelse af opgave(r) Eksamen består af 4 obligatoriske hjemmeopgavesæt i løbet af semesteret samt en afsluttende skriftlig eksamen. Den skriftlige eksamen vægtes med 80% og de skriftlige hjemmeopgaver vægtes med 20%.,Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
01019,2018-2019,2018,Winter,56,61,"8,3",58,Discrete Mathematics,Engelsk,5,Bachelor,Skriftlig eksamen og bedømmelse af opgave(r) Eksamen består af 4 obligatoriske hjemmeopgavesæt i løbet af semesteret samt en afsluttende skriftlig eksamen. Den skriftlige eksamen vægtes med 80% og de skriftlige hjemmeopgaver vægtes med 20%.,Tilladt,intern bedømmelse,Institut01 Institutfor Matematik og Computer Science,Ikke oplyst,Ja,Nej
